ID,Nome,Tipo,Documento,Email,Telefone,Endereco,Status
150,Srta. Gabriela da Rosa,Fornecedor,53.897.024/0001-51,framos@example.net,+55 (061) 8853 7107,"Praia de Silveira, 48, Cruzeiro, 23491715 Campos de Minas / RR",Inativo
151,Mariane Campos,Fornecedor,35.046.987/0001-60,dabreu@example.com,+55 41 4539 7359,"Travessa Yan Borges, 71, Grotinha, 54317-158 Moraes do Sul / PR",Inativo
152,José Pedro Monteiro,Cliente,807.431.625-44,brayanmendes@example.org,+55 11 0781 4406,"Lago Moraes, 89, Minas Brasil, 09974-533 Guerra de Moraes / RR",Inativo
153,Evelyn Cavalcante,Cliente,378.124.095-97,maria-florferreira@example.net,0800-449-3214,"Travessa Ian Melo, 98, Embaúbas, 67370836 Costa do Amparo / AL",Inativo
154,Maria Laura Pimenta,Fornecedor,83.721.964/0001-56,joao-felipe95@example.net,(021) 0573-2793,"Praça de Moura, 72, Coqueiros, 08506077 Sampaio de Minas / AC",Inativo
155,Matteo Pastor,Fornecedor,20.134.967/0001-73,ana-clara80@example.org,+55 (081) 3629 9457,"Passarela Eduarda Rios, 2, Xodo-Marize, 56604900 Vasconcelos / RR",Ativo
156,Sarah Rodrigues,Fornecedor,29.345.087/0001-10,henry-gabriel21@example.com,71 1949 6413,"Vereda Jesus, 352, Novo Aarão Reis, 40439-306 Aragão de Fernandes / RO",Inativo
157,Hadassa Barros,Fornecedor,01.452.398/0001-60,lunnafernandes@example.com,0800 640 6197,"Vila Freitas, Alto Barroca, 68358-619 Moura de Minas / PB",Inativo
158,Sophia Duarte,Fornecedor,48.961.350/0001-40,sophia55@example.com,31 5253 9023,"Via de Ferreira, Barroca, 84545327 Novaes / PR",Inativo
159,Arthur Gabriel da Mota,Cliente,706.925.438-56,dnovais@example.org,+55 84 4254 0588,"Núcleo Luiza Gonçalves, 1, Nossa Senhora Da Conceição, 45298432 Cirino / AL",Ativo
160,Lorena Aparecida,Fornecedor,83.056.247/0001-57,joao-miguel15@example.net,(031) 2698 1601,"Setor Moraes, 20, Bom Jesus, 39591-063 Guerra Alegre / BA",Ativo
161,Alexia Rocha,Fornecedor,85.724.936/0001-18,joao-vitor20@example.com,(041) 5047 3383,"Conjunto da Costa, 1, Minas Brasil, 68429-877 Fernandes de Silveira / SC",Inativo
162,Benicio Cunha,Cliente,485.931.620-70,maria-fernanda02@example.net,(081) 4237-3437,"Área Ferreira, 13, Vila São Gabriel, 82955707 da Costa / DF",Inativo
163,Lucas Freitas,Fornecedor,25.907.381/0001-18,andradejoao-vitor@example.org,(011) 7203-8656,"Jardim Caroline Barros, 827, Minas Brasil, 78177-356 Mendes / RS",Inativo
164,Apollo Moraes,Cliente,563.042.819-51,zcostela@example.com,+55 51 0787 8503,"Parque de Duarte, 89, Lagoinha, 32362016 Novais / MG",Inativo
165,Pedro Henrique Rodrigues,Cliente,942.801.675-67,novaisluiz-gustavo@example.com,0900 967 1481,"Campo Martins, 9, Planalto, 95531862 Viana do Galho / PR",Ativo
166,Noah Gonçalves,Cliente,851.794.263-91,alvescamila@example.org,(011) 2907 0621,"Feira Francisco Pires, 28, Vila Antena, 29288-971 Macedo / RS",Inativo
167,Erick Gomes,Fornecedor,519.647.038-75,email_invalid,ABC123,"Trevo Liam Pastor, 47, Vila Esplanada, 78546983 Ribeiro Paulista / SC",Desativo
168,Bárbara Vasconcelos,Fornecedor,60.591.274/0001-24,speixoto@example.com,+55 (084) 9433 9941,"Condomínio Antônio Abreu, 95, Vila Nova Paraíso, 82909452 Azevedo / PB",Inativo
169,Allana Pereira,Fornecedor,92.578.364/0001-71,henry-gabriel05@example.com,(041) 7666 7117,"Fazenda Guilherme da Conceição, 4, São Jorge 1ª Seção, 79194-196 Gomes do Sul / PR",Ativo
170,João Lucas da Luz,Cliente,274.958.316-00,maria-julia37@example.org,+55 (051) 6926 6341,"Área Sá, 4, Calafate, 98306746 Freitas / GO",Inativo
171,Kaique Freitas,Cliente,678.324.159-91,aliciacosta@example.com,(051) 7504 3028,"Avenida Pedro Miguel Pires, 452, Planalto, 47880437 Fernandes do Campo / PR",Ativo
172,Emanuel Melo,Fornecedor,80.627.593/0001-50,heloisa33@example.com,(071) 7905 5569,"Esplanada Monteiro, 293, Vila Atila De Paiva, 38420-649 Teixeira / RN",Inativo
173,Sra. Manuela Borges,Cliente,954.608.132-98,maite80@example.com,(041) 6908 8856,"Conjunto de Rios, 663, Nova Suíça, 41308892 da Mota / RJ",Inativo
174,Maria Liz Melo,Cliente,391.082.574-50,xcasa-grande@example.org,41 1618-4857,"Pátio da Luz, 181, Leonina, 46019980 Borges de Alves / PI",Inativo
175,Rebeca Jesus,Fornecedor,85.924.710/0001-60,samuelsales@example.com,+55 71 4618-5054,"Estação de Melo, Novo Aarão Reis, 95126059 Duarte / TO",Ativo
176,Sr. Diogo Pimenta,Cliente,780.159.624-20,eloacarvalho@example.com,+55 81 8818-3949,"Praça Henry Gabriel Marques, 895, Mirante, 19299-186 Lopes do Norte / CE",Inativo
177,Luiz Felipe Vargas,Cliente,083.512.976-40,wda-mata@example.net,+55 (031) 7510 8249,"Parque Marcos Vinicius Nascimento, 335, Cardoso, 48053552 Barbosa / MG",Ativo
178,Carolina Pastor,Cliente,693.028.715-68,sousanathan@example.net,71 7436 1914,"Sítio Montenegro, 50, Lagoinha Leblon, 22372-575 Albuquerque Alegre / MS",Ativo
179,Olivia Rezende,Cliente,452.160.893-06,umendes@example.net,61 0903-2054,"Rodovia João Felipe Nascimento, 1, Salgado Filho, 40929187 Rodrigues / RR",Inativo
180,Enrico Nascimento,Cliente,537.420.681-80,leandro70@example.org,+55 51 2853 1787,"Passarela Pinto, 963, Floresta, 06704-581 Macedo / PA",Ativo
181,Rhavi da Luz,Fornecedor,19.368.250/0001-07,mariana26@example.com,(031) 7306-9739,"Vereda de da Mota, 57, Santa Cruz, 63488-353 Machado de das Neves / GO",Inativo
182,Gabriela Carvalho,Fornecedor,29.531.408/0001-71,liz90@example.com,+55 84 0125-0206,"Morro de Andrade, Acaiaca, 20925610 Castro das Flores / RN",Inativo
183,Ana Júlia Pacheco,Fornecedor,13.628.950/0001-07,larissapastor@example.net,(084) 7311-9989,"Núcleo Porto, 44, Nossa Senhora Da Aparecida, 60488-110 Dias do Galho / RN",Inativo
184,Francisco Silva,Fornecedor,276.301.459-34,email_invalid,ABC123,"Rodovia Carvalho, 97, Barreiro, 60958783 Correia / AP",Desativo
185,Thomas Mendes,Cliente,780.294.361-22,olopes@example.com,(061) 4656-4392,"Vale Antonella Pimenta, 7, Solar Do Barreiro, 96804-959 Abreu / RN",Ativo
186,Noah da Conceição,Fornecedor,69.218.354/0001-03,ofreitas@example.com,+55 31 6956 5701,"Quadra Pastor, 67, Vila Canto Do Sabiá, 06724263 Correia do Norte / AM",Inativo
187,Eloá Santos,Cliente,743.192.056-34,miguel05@example.net,(071) 1012-7213,"Quadra Arthur Miguel Macedo, 83, Santa Tereza, 97276-672 Campos / AC",Inativo
188,Otto Fogaça,Fornecedor,563.824.079-92,email_invalid,ABC123,"Loteamento Cassiano, 38, Morro Dos Macacos, 18604604 Moreira do Amparo / RO",
189,Srta. Vitória Viana,Cliente,479.203.681-03,pereiraisis@example.com,+55 71 4062-6936,"Aeroporto de Machado, 7, Vila Jardim Alvorada, 92188147 da Mata / PA",Ativo
190,Maria Julia da Mata,Fornecedor,80.274.631/0001-38,clara82@example.org,+55 51 4344 7326,"Vale de Moura, Alto Caiçaras, 01885376 Camargo / MT",Ativo
191,Srta. Maysa Cassiano,Fornecedor,83.796.024/0001-26,rda-cunha@example.net,(031) 5327-4576,"Recanto Antônio Moura, 8, Vila Independencia 2ª Seção, 81890539 Andrade do Norte / PR",Ativo
192,Srta. Júlia Peixoto,Cliente,540.832.179-79,mendesmariah@example.org,+55 (041) 5883-5270,"Recanto Maysa Campos, 8, Taquaril, 68450006 Machado / PB",Ativo
193,Francisco Casa Grande,Fornecedor,60.254.391/0001-00,caioda-mota@example.net,+55 (061) 4820 6175,"Vale Mendonça, 404, Parque São José, 92893-198 Fogaça / AL",Ativo
194,Luigi Oliveira,Fornecedor,84.710.659/0001-21,silveiramaria-cecilia@example.org,+55 (081) 8123-9459,"Jardim Joana Aragão, 4, Castanheira, 81538051 Costela das Pedras / DF",Ativo
195,Maria Helena da Cruz,Fornecedor,70.568.412/0001-08,calebeda-paz@example.net,(081) 4055-4071,"Travessa Alves, Jardim Felicidade, 91711-196 da Rosa / PE",Inativo
196,Vitor Hugo da Conceição,Cliente,765.243.810-17,duartegael-henrique@example.net,+55 (051) 8663-3909,"Travessa Manuella Sampaio, 9, Paulo Vi, 71605611 Sousa / PE",Ativo
197,Isaac Ferreira,Cliente,865.291.703-59,wsa@example.net,0900 022 8305,"Loteamento Cardoso, 43, Goiania, 52729954 da Cruz / RN",Ativo
198,Dr. João Araújo,Fornecedor,97.215.480/0001-40,gcampos@example.org,(071) 2517 6401,"Vale de Garcia, 8, Conjunto Minas Caixa, 50467-512 Mendonça / PR",Inativo
199,Natália Pereira,Fornecedor,03.461.259/0001-28,moreiragabriel@example.net,+55 (051) 0498-3216,"Morro Felipe Barbosa, Nossa Senhora Do Rosário, 54645-632 Barbosa de da Rocha / MT",Inativo
200,Davi Pimenta,Fornecedor,08.326.495/0001-55,pedro44@example.org,84 8216-1036,"Parque de da Luz, 47, Madri, 41788405 Casa Grande / SC",Ativo
201,Sarah da Cunha,Cliente,823.170.496-50,wborges@example.org,(084) 1680-3025,"Quadra Sampaio, 5, Embaúbas, 04662142 Freitas / TO",Inativo
202,Sra. Isis Marques,Fornecedor,98.037.215/0001-81,da-conceicaoheitor@example.com,0300 719 4957,"Residencial Silva, 69, Conjunto Celso Machado, 55347-133 da Cunha / RJ",Ativo
203,Ana Cecília Costela,Cliente,45.871.260/0001-70,email_invalid,ABC123,"Avenida Jesus, 769, Santa Efigênia, 69279-498 Moreira / PI",ativo
204,Gabrielly Almeida,Fornecedor,52.036.849/0001-19,goncalvesheloisa@example.org,+55 11 3502 3012,"Vila Maria Luísa Mendonça, 34, Camargos, 34845652 Barbosa / MA",Ativo
205,Erick da Rocha,Fornecedor,48.790.326/0001-96,nogueirabenjamim@example.com,+55 (081) 6982-1304,"Largo Rezende, 46, Xodo-Marize, 12102593 Silveira / DF",Inativo
206,Samuel Nunes,Cliente,180.692.473-04,thomasoliveira@example.org,0300-382-2768,"Residencial Isabella Barros, 29, Vila Paraíso, 73146201 Peixoto / RN",Inativo
207,Davi Lucas Moreira,Cliente,715.426.390-34,ravycastro@example.com,+55 (084) 2281-3748,"Quadra de Cirino, 23, Bom Jesus, 50773559 Moura de Minas / RN",Inativo
208,Davi Lucca Santos,Cliente,352.906.871-30,souzaraul@example.org,+55 (051) 0023 6935,"Largo Caldeira, 4, Vila Copacabana, 10684595 Aragão de Aparecida / MG",Inativo
209,Nathan Garcia,Cliente,893.164.507-48,josepimenta@example.org,(011) 0969 2114,"Rodovia Mendonça, 50, Vila Nova Gameleira 2ª Seção, 34234-957 Castro de Cunha / MT",Inativo
210,Catarina Rodrigues,Fornecedor,06.948.713/0001-68,lara23@example.net,(061) 1814 7004,"Rua Carvalho, 70, Canadá, 23079-176 Rodrigues / GO",Ativo
211,Matteo da Mata,Fornecedor,56.149.203/0001-07,duarterodrigo@example.com,+55 (041) 6034 9608,"Lago Montenegro, 7, Dom Bosco, 27960532 Silva de Goiás / SE",Ativo
212,Bianca Cassiano,Fornecedor,50.793.284/0001-99,da-rochaisaque@example.org,+55 71 6052 8214,"Recanto Aragão, Liberdade, 48179381 Freitas de Ribeiro / GO",Inativo
213,Eloah da Conceição,Cliente,63.021.879/0001-78,email_invalid,ABC123,"Esplanada de Correia, 15, Barão Homem De Melo 3ª Seção, 60588922 Costela de Siqueira / CE",
214,Hadassa Guerra,Cliente,281.463.509-33,zaraujo@example.net,(041) 3726-1094,"Colônia de Nunes, São Salvador, 53493046 Ribeiro / ES",Inativo
215,Murilo Barbosa,Fornecedor,72.930.184/0001-08,luara41@example.net,0800 904 2834,"Vila de Teixeira, 89, São Pedro, 65902-627 Duarte / RN",Ativo
216,Pedro Miguel Garcia,Cliente,173.029.685-86,igorpires@example.net,+55 (041) 8339 4017,"Largo Cirino, 48, Jardim Leblon, 18124919 Novaes das Flores / AM",Inativo
217,Melina Carvalho,Fornecedor,57.460.128/0001-55,arthur-miguelrios@example.org,(081) 0944-7587,"Largo da Paz, 4, Santa Sofia, 97614088 Vasconcelos / AM",Ativo
218,Gustavo Borges,Cliente,351.286.097-40,elisada-cunha@example.net,31 7298-6604,"Lago Liz Vieira, 33, Vila Independencia 3ª Seção, 07531-155 Moura / MG",Ativo
219,Sophia Sá,Fornecedor,85.497.021/0001-17,ycasa-grande@example.com,11 9136-0263,"Feira Luiz Otávio Viana, 84, Vila Ouro Minas, 65230991 da Mota do Sul / RO",Ativo
220,Letícia Sampaio,Fornecedor,90.734.126/0001-82,calebe98@example.org,0500-194-9288,"Morro Leonardo Moraes, 98, Silveira, 47662245 Silva do Sul / PB",Inativo
221,Dra. Cecília Rocha,Cliente,564.803.791-01,wabreu@example.net,(081) 2609 0943,"Rua de Lopes, 66, Vila Cloris, 72894483 Oliveira / AC",Inativo
222,Lucas Gabriel Fonseca,Cliente,456.078.912-67,pachecoluiz-felipe@example.net,(071) 2924-3068,"Área Costela, 3, Piraja, 41211537 Melo Paulista / TO",Inativo
223,Valentina Borges,Cliente,193.704.652-43,cvargas@example.org,0300-501-1055,"Alameda de Abreu, Corumbiara, 08569-263 Mendes de Santos / RJ",Inativo
224,Bárbara Leão,Cliente,046.729.531-06,ceciliaoliveira@example.net,(021) 9163-3315,"Estação de Machado, Granja De Freitas, 24616-019 da Costa / PA",Ativo
225,Dr. Calebe Nascimento,Fornecedor,76.231.059/0001-52,cecilialima@example.org,(061) 1879-3285,"Estrada Leão, 423, Marçola, 00900380 Nunes do Oeste / PI",Inativo
226,Eduardo da Luz,Cliente,328.570.619-86,franciscobarros@example.org,+55 (081) 4386-7599,"Alameda de Novais, 93, Marieta 2ª Seção, 98208468 Viana / PI",Inativo
227,Josué da Costa,Fornecedor,42.708.395/0001-21,ana-livia08@example.net,(061) 7572 8321,"Vale de Fernandes, 69, Boa União 1ª Seção, 68026343 da Mata / SE",Ativo
228,Valentina Melo,Cliente,246.038.157-35,davi-lucassa@example.org,0800-153-4271,"Largo Siqueira, 7, Outro, 96017379 Almeida / SP",Ativo
229,Mariane Pires,Fornecedor,98.342.106/0001-78,portoisis@example.org,(031) 8928-8822,"Travessa Abreu, 46, Solar Do Barreiro, 87016-453 Pinto de Pinto / MT",Inativo
230,Ana Sophia Pereira,Fornecedor,73.069.512/0001-88,bmontenegro@example.org,+55 31 1438 2784,"Distrito Rios, 8, Alto Barroca, 59638838 Ferreira Paulista / RN",Inativo
231,Dra. Hadassa Nascimento,Fornecedor,17.035.629/0001-70,barbosamatheus@example.com,+55 61 1409-3169,"Núcleo de Garcia, 75, Túnel De Ibirité, 44513-677 da Mata / MA",Ativo
232,Sofia Silva,Fornecedor,964.528.103-24,email_invalid,ABC123,"Praia de Melo, 36, Itaipu, 16420978 Porto de Goiás / MS",ativo
233,Raul Aragão,Cliente,168.075.239-12,acunha@example.net,11 2972-1509,"Vereda Ramos, 8, Vila Nova Dos Milionarios, 97135938 Fogaça de Nascimento / MG",Ativo
234,Mariana Costa,Fornecedor,45.768.031/0001-25,ana-claravargas@example.net,(051) 9450 9502,"Passarela de Cassiano, 96, Bacurau, 56197-193 Martins / PI",Inativo
235,Isabella Cavalcante,Cliente,462.510.987-67,sarahaparecida@example.com,+55 (051) 0925 4773,"Alameda de da Costa, 8, João Pinheiro, 88963-746 Rios / MT",Ativo
236,Maria Laura Vargas,Fornecedor,82.670.591/0001-79,liamcastro@example.org,0800 712 6609,"Praia Peixoto, 5, Vila Ecológica, 20919-762 Abreu / PA",Ativo
237,Ryan Albuquerque,Cliente,471.628.305-44,fcavalcanti@example.org,11 9485 1553,"Avenida Pimenta, 962, Etelvina Carneiro, 82862570 Lopes do Galho / CE",Inativo
238,Theo Farias,Fornecedor,70.125.936/0001-24,heitorribeiro@example.net,+55 11 2720-0643,"Parque Costela, 219, São Bernardo, 57985-698 Ramos de Cunha / SP",Ativo
239,Matteo Viana,Fornecedor,24.179.065/0001-04,isis25@example.org,+55 61 0172-2851,"Pátio Andrade, 34, Vila Maria, 25391-383 Leão Verde / PI",Ativo
240,Sra. Sophie Cunha,Cliente,967.382.154-28,kcarvalho@example.net,+55 (081) 2204 1181,"Lago das Neves, 26, Santo Agostinho, 50984452 da Paz / PR",Inativo
241,Juliana Pacheco,Cliente,697.231.504-25,liam74@example.com,(084) 2022-7664,"Parque de Albuquerque, 614, Sagrada Família, 60279635 Sousa Verde / ES",Inativo
242,João Pedro Rezende,Fornecedor,169.254.073-43,email_invalid,ABC123,"Vale Isis Viana, São Damião, 66532-840 Peixoto / MT",Desativo
243,Breno Ferreira,Fornecedor,69.125.340/0001-45,silveiramariane@example.com,+55 (021) 9885-7334,"Trecho de Nascimento, 33, Dom Joaquim, 68413875 Caldeira Grande / RS",Ativo
244,Sr. Davi Correia,Cliente,052.891.367-03,breno06@example.net,+55 11 9908 2086,"Recanto de Azevedo, 704, Vila Havaí, 80164-690 Fonseca / GO",Ativo
245,Enrico Fernandes,Cliente,497.120.365-61,emanueljesus@example.com,+55 (021) 5094 5406,"Colônia Barros, Sion, 09605613 Monteiro / PR",Ativo
246,Ravi Aparecida,Cliente,061.238.597-30,jalbuquerque@example.com,21 4833-3457,"Loteamento Ravi Lucca Sousa, 43, Vila Mantiqueira, 25914-474 Carvalho Verde / SE",Ativo
247,Sr. Raul da Luz,Fornecedor,208.657.134-80,email_invalid,ABC123,"Trevo Luiz Henrique Cardoso, 49, Vila Suzana Primeira Seção, 55137679 Martins do Amparo / RJ",ativo
248,Rael Teixeira,Fornecedor,18.207.436/0001-11,vianasophie@example.com,21 1974 8051,"Aeroporto Bernardo Pereira, 20, Silveira, 11246-309 da Conceição da Serra / PI",Ativo
249,Srta. Alice Costa,Cliente,532.489.017-05,maria-juliasousa@example.net,+55 61 4281-1178,"Largo André Pimenta, 5, Beira Linha, 22844-261 Novais do Norte / AM",Inativo
250,João Felipe Lopes,Fornecedor,29.358.017/0001-05,piresaylla@example.org,(081) 6036-2128,"Núcleo de Cunha, 86, Novo Santa Cecilia, 77907058 Borges da Praia / AC",Inativo
251,Emanuel Cavalcanti,Fornecedor,07.985.413/0001-11,ana-claragomes@example.com,+55 (051) 1563-0009,"Quadra Ian Siqueira, 1, Dom Bosco, 92094501 Oliveira de Ribeiro / PE",Ativo
252,Isaac Caldeira,Fornecedor,32.689.471/0001-45,lda-conceicao@example.org,+55 (041) 7339 8815,"Condomínio Pedro Miguel Almeida, Bonsucesso, 31291947 Fernandes / ES",Ativo
253,Dr. Vitor Vieira,Fornecedor,61.428.359/0001-59,nogueiraisabella@example.net,(081) 0253 2904,"Viela Pimenta, 44, Beija Flor, 19084-352 Rodrigues do Campo / MG",Ativo
254,Sra. Maria Clara Fonseca,Cliente,516.203.879-21,camarafrancisco@example.com,+55 51 6218 6319,"Parque Mendonça, 338, São Jorge 2ª Seção, 97862487 Siqueira das Flores / RJ",Inativo
255,Luiz Otávio da Paz,Cliente,436.817.025-35,sgoncalves@example.com,(071) 6411 7553,"Setor de da Cunha, 81, Cabana Do Pai Tomás, 38944-071 Castro do Sul / BA",Ativo
256,Maria Fernanda Jesus,Cliente,032.549.817-23,guerramelina@example.org,+55 (081) 3403 6339,"Colônia Moreira, 54, Barão Homem De Melo 3ª Seção, 57990-480 Costa Alegre / PB",Inativo
257,Nicolas Aragão,Fornecedor,50.241.976/0001-24,lucas45@example.org,(041) 2918 7747,"Recanto Moreira, 1, Vila Ecológica, 33960-990 Cassiano / PA",Inativo
258,Eloá Alves,Fornecedor,16.954.283/0001-40,mateuscavalcanti@example.net,+55 21 1523 2291,"Ladeira Isis Peixoto, 492, Venda Nova, 85528-025 da Rocha do Norte / BA",Ativo
259,Maria Fernanda da Mata,Fornecedor,27.168.935/0001-38,nunespietro@example.com,+55 51 5324 8668,"Largo de Duarte, 20, Providencia, 76131-633 Dias / DF",Ativo
260,Ana Cecília Cassiano,Cliente,18.430.257/0001-49,email_invalid,ABC123,"Condomínio Amanda Sampaio, 9, Alto Dos Pinheiros, 36248-404 Ribeiro da Serra / PA",Desativo
261,Manuela Ramos,Cliente,246.380.179-40,camposryan@example.com,51 5664 6704,"Condomínio Fogaça, 7, Cachoeirinha, 11667-631 Montenegro do Galho / PE",Ativo
262,Srta. Maria da Cruz,Cliente,176.209.534-34,helenaviana@example.net,(041) 7037 2830,"Lago João Guilherme Nunes, Outro, 58873971 Cavalcanti Alegre / AL",Ativo
263,Nathan Siqueira,Fornecedor,17.498.530/0001-04,cavalcantiheitor@example.net,(051) 0896-6070,"Fazenda Ramos, 76, Santa Rosa, 30053624 Cardoso / MA",Ativo
264,Ana Cecília Cardoso,Fornecedor,781.294.506-58,email_invalid,ABC123,"Vale de Novais, 791, Pedreira Padro Lopes, 63892-791 Jesus do Sul / RJ",
265,Lívia Rezende,Cliente,369.248.701-04,rafael50@example.net,+55 (061) 5443 3793,"Viaduto de Guerra, 6, Vale Do Jatoba, 34452455 Ribeiro / RR",Ativo
266,Luna da Paz,Fornecedor,837.514.960-84,email_invalid,ABC123,"Rua Moreira, 79, Vila Betânia, 87825423 da Paz da Mata / AL",ativo
267,Davi Lucca Barros,Cliente,270.368.145-35,melinaalbuquerque@example.org,84 1744-6528,"Esplanada Ana Clara Sampaio, 33, Vila Nova Cachoeirinha 2ª Seção, 20291636 Mendes das Pedras / MG",Ativo
268,Rhavi Cardoso,Fornecedor,50.916.432/0001-15,xmoraes@example.org,+55 71 0649 3286,"Largo Correia, 72, Capitão Eduardo, 58372317 Vieira / SP",Ativo
269,Calebe Pacheco,Cliente,96.017.832/0001-90,email_invalid,ABC123,"Praia Azevedo, Juliana, 16677577 Santos / SC",Desativo
270,Dra. Mariah Cavalcanti,Fornecedor,059.623.184-98,email_invalid,ABC123,"Distrito Leão, 43, Dom Joaquim, 06306277 Nunes de da Paz / RS",Desativo
271,Ravi Lima,Cliente,87.936.425/0001-95,email_invalid,ABC123,"Jardim Benício Nunes, 261, Santa Tereza, 60136-178 Mendes da Serra / SP",
272,Isaque Sales,Fornecedor,34.057.129/0001-58,cassianolucas-gabriel@example.org,+55 (021) 6929-2548,"Vale Jesus, 29, Providencia, 07733-518 da Paz da Mata / DF",Ativo
273,Clara Ramos,Fornecedor,39.086.417/0001-54,stellasousa@example.net,+55 81 2162 5926,"Favela Cardoso, 110, Nova Vista, 89664-038 Ribeiro / RN",Inativo
274,Isabella Barros,Cliente,095.723.186-59,nalmeida@example.com,+55 41 9192 1365,"Fazenda de Araújo, 87, União, 15192-761 Oliveira / MA",Inativo
275,Benjamim Souza,Cliente,027.435.968-56,goncalvesluna@example.com,+55 51 1506 7551,"Esplanada de Pinto, 26, Jardim América, 77703326 Ramos de Caldeira / AM",Inativo
276,Maya Brito,Cliente,541.367.028-17,ncaldeira@example.org,84 1966 0796,"Avenida de Andrade, 56, Novo Glória, 27312377 Jesus de Nascimento / MA",Ativo
277,Luiza Marques,Cliente,54.263.901/0001-03,email_invalid,ABC123,"Vila Borges, 929, Nova Cachoeirinha, 80727-727 das Neves de Goiás / PR",ativo
278,Ester Mendes,Fornecedor,63.072.945/0001-39,azevedoenrico@example.net,(031) 4539 2725,"Estrada Rios, 463, Vila Da Paz, 65185-891 Fernandes do Campo / RS",Inativo
